image,quality,bpp,psnr,ms_ssim
kodim05.png,95,4.590230305989583,39.20165252685547,0.9975519180297852
kodim06.png,95,3.6039225260416665,40.67426681518555,0.9963129162788391
kodim07.png,95,2.7181396484375,41.87022399902344,0.9968031048774719
kodim08.png,95,4.705891927083333,39.18476486206055,0.9978101849555969
kodim09.png,95,2.70123291015625,41.67310333251953,0.9946925640106201
kodim10.png,95,2.8474934895833335,41.42824172973633,0.9952453970909119
kodim11.png,95,3.44647216796875,40.91229248046875,0.9962150454521179
kodim12.png,95,2.6619669596354165,42.176631927490234,0.9951104521751404
kodim13.png,95,5.223103841145833,38.704750061035156,0.9968960881233215
kodim14.png,95,4.126790364583333,38.97707748413086,0.9963333010673523
kodim15.png,95,2.8224690755208335,40.75634002685547,0.9944331049919128
kodim16.png,95,2.9590250651041665,42.179203033447266,0.9960916042327881
kodim17.png,95,2.99493408203125,41.48333740234375,0.9963386058807373
kodim18.png,95,4.134297688802083,38.99513626098633,0.9951398968696594
kodim19.png,95,3.3741048177083335,41.00433349609375,0.9955127835273743
kodim20.png,95,2.3740437825520835,41.241424560546875,0.9947071075439453
kodim21.png,95,3.4394327799479165,40.48674011230469,0.9948642253875732
kodim22.png,95,3.525390625,39.480995178222656,0.9941648840904236
kodim23.png,95,2.4015909830729165,41.27728271484375,0.995063066482544
kodim24.png,95,3.87152099609375,37.99766540527344,0.9966304898262024
